,Opportunity Name,Created Date,Close Date, Account Name, Account Type, Opp Value (EUR),Stage,Opportunity Owner,Country,Region,Segment,Lead Source,Type,Primary Campaign Source,Close Reason,Business Type,Deal Opened (Days)
131,Opp 161,2022-11-21,2024-06-06, Account 137, Small,2.133,Closed Lost,Sales Specialist 57,Country 2,Region 1,Unknown,Referral,New Business,Campaing 26,Project/Budget Cancelled/Out of Business,Unknown,563
132,Opp 163,2023-09-07,2024-03-11, Account 139, Top 3,1.655,Closed Lost,Sales Specialist 59,Country 5,Region 2,Segment 2,Unknown,Existing Business,Campaing 27,Price,Unknown,186
133,Opp 164,2023-05-19,2024-01-09, Account 140, Top 3,3.637,Closed Lost,Sales Specialist 8,Country 1,Region 1,Segment 1,Unknown,Existing Business,Campaing 28,Project/Budget Cancelled/Out of Business,Unknown,235
134,Opp 165,2023-11-14,2024-06-14, Account 141, Small,1.111,Closed Lost,Sales Specialist 60,Country 1,Region 1,Segment 1,Other Digital Tools,New Business,Campaing 29,Project/Budget Cancelled/Out of Business,Unknown,213
135,Opp 167,2021-12-01,2024-01-06, Account 143, Top 2,366.0,Closed Lost,Sales Specialist 62,Country 2,Region 1,Segment 1,Unknown,Unknown,Campaing 31,Automatically closed,Unknown,766
136,Opp 168,2019-09-05,2024-06-27, Account 144, Top 2,,Closed Lost,Sales Specialist 63,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 32,Project/Budget Cancelled/Out of Business,Unknown,1757
137,Opp 169,2021-09-23,2024-03-20, Account 145, Top 2,5.812,Closed Lost,Sales Specialist 64,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 33,Availability / Lead Time,Unknown,909
138,Opp 170,2021-07-28,2024-04-11, Account 146, Small,23.762,Closed Won,Sales Specialist 48,Country 2,Region 1,Segment 3,Unknown,New Business,Campaing 34,Price,Unknown,988
139,Opp 171,2020-01-06,2024-06-12, Account 147, Small,2.435,Closed Lost,Sales Specialist 65,Country 2,Region 1,Unknown,Unknown,Existing Business,Campaing 35,Project/Budget Cancelled/Out of Business,Unknown,1619
140,Opp 172,2020-09-21,2024-06-05, Account 148, Small,1.793,Closed Lost,Sales Specialist 48,Country 2,Region 1,Unknown,Unknown,Existing Business,Campaing 36,Project/Budget Cancelled/Out of Business,Unknown,1353
141,Opp 173,2021-12-06,2024-05-06, Account 149, Top 3,2.535,Closed Won,Sales Specialist 48,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 37,Price,Unknown,882
142,Opp 174,2020-11-27,2024-04-25, Account 150, Top 3,544.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 38,Availability / Lead Time,Unknown,1245
143,Opp 175,2021-02-11,2024-06-28, Account 115, Top 1,33.0,Closed Won,Sales Specialist 45,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 38,Brand Recognition / Supplier Reputation,Unknown,1233
144,Opp 176,2024-05-08,2024-06-14, Account 90, Top 3,282.0,Closed Won,Sales Specialist 35,Country 5,Region 2,Segment 1,Unknown,Existing Business,Campaing 39,Customer Relationship,Unknown,37
145,Opp 178,2021-12-01,2024-01-17, Account 152, Top 3,333.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 41,Customer Relationship,Unknown,777
146,Opp 179,2021-12-15,2024-01-17, Account 152, Top 3,198.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 41,Customer Relationship,Unknown,763
147,Opp 184,2023-10-20,2024-01-06, Account 157, Small,,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 45,Automatically closed,Unknown,78
148,Opp 185,2023-09-18,2024-01-27, Account 158, Top 3,221.0,Closed Lost,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 45,Automatically closed,Unknown,131
149,Opp 187,2023-08-04,2024-05-27, Account 160, Top 3,133.0,Closed Won,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 45,Features / Specification / Performance,Unknown,297
150,Opp 188,2023-11-06,2024-06-04, Account 161, Small,487.0,Closed Won,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 45,Features / Specification / Performance,Unknown,211
151,Opp 189,2023-11-06,2024-06-04, Account 161, Small,398.0,Closed Lost,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 45,Features / Specification / Performance,Unknown,211
152,Opp 190,2024-03-28,2024-06-08, Account 162, Top 3,89.0,Closed Lost,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 45,Automatically closed,Unknown,72
153,Opp 191,2024-04-29,2024-06-15, Account 163, Top 3,108.0,Closed Lost,Sales Specialist 68,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 45,Automatically closed,Unknown,47
154,Opp 193,2022-11-17,2024-01-06, Account 165, Top 2,274.0,Closed Lost,Sales Specialist 62,Country 2,Region 1,Segment 1,Referral,New Business,Campaing 47,Automatically closed,Unknown,415
155,Opp 194,2023-01-13,2024-01-09, Account 140, Top 3,,Closed Won,Sales Specialist 8,Country 1,Region 1,Segment 1,Unknown,Existing Business,Campaing 48,Customer Relationship,Unknown,361
156,Opp 195,2022-10-14,2024-03-11, Account 166, Small,17.133,Closed Lost,Sales Specialist 70,Country 5,Region 2,Segment 1,Unknown,New Business,Campaing 49,Project/Budget Cancelled/Out of Business,Unknown,514
157,Opp 196,2021-06-23,2024-04-02, Account 167, Top 3,7.38,Closed Lost,Sales Specialist 36,Country 5,Region 2,Segment 1,Unknown,Existing Business,Campaing 49,Project/Budget Cancelled/Out of Business,Unknown,1014
158,Opp 197,2021-09-03,2024-05-22, Account 168, Top 3,12.55,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 50,Brand Recognition / Supplier Reputation,Unknown,992
159,Opp 198,2021-09-03,2024-05-22, Account 168, Top 3,12.55,Closed Won,Sales Specialist 71,Country 5,Region 2,Segment 2,Unknown,New Business,Campaing 50,Brand Recognition / Supplier Reputation,Unknown,992
160,Opp 200,2022-11-28,2024-01-06, Account 170, Small,253.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 52,Automatically closed,Unknown,404
161,Opp 201,2022-10-13,2024-01-06, Account 171, Top 2,221.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Referral,Existing Business,Campaing 52,Automatically closed,Unknown,450
162,Opp 202,2022-07-15,2024-01-11, Account 172, Top 3,1.071,Closed Lost,Sales Specialist 64,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 52,Price,Unknown,545
163,Opp 203,2022-10-27,2024-01-29, Account 173, Small,535.0,Closed Lost,Sales Specialist 53,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 52,Unable to Confirm Sale,Unknown,459
164,Opp 204,2022-11-04,2024-02-15, Account 143, Top 2,63.183,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 52,Price,Unknown,468
165,Opp 205,2021-11-11,2024-03-26, Account 174, Top 3,11.858,Closed Lost,Sales Specialist 17,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 52,Unable to Confirm Sale,Unknown,866
166,Opp 206,2022-11-24,2024-03-31, Account 114, Top 3,1.66,Closed Won,Sales Specialist 44,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 52,Price,Unknown,493
167,Opp 209,2023-03-29,2024-01-06, Account 177, Top 2,74.0,Closed Lost,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Automatically closed,Unknown,283
168,Opp 210,2022-11-25,2024-01-17, Account 178, Small,189.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Price,Unknown,418
169,Opp 211,2022-11-03,2024-01-17, Account 178, Small,197.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Price,Unknown,440
170,Opp 212,2022-10-25,2024-01-17, Account 178, Small,1.033,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,449
171,Opp 213,2022-09-07,2024-01-17, Account 178, Small,525.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,497
172,Opp 214,2022-09-02,2024-01-17, Account 178, Small,569.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Features / Specification / Performance,Unknown,502
173,Opp 215,2022-08-17,2024-01-17, Account 178, Small,856.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,518
174,Opp 216,2022-08-01,2024-01-17, Account 178, Small,499.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,534
175,Opp 217,2022-06-23,2024-01-17, Account 152, Top 3,825.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,Existing Business,Campaing 55,Customer Relationship,Unknown,573
176,Opp 218,2022-06-08,2024-01-17, Account 178, Small,795.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 55,Features / Specification / Performance,Unknown,588
177,Opp 219,2021-11-24,2024-01-17, Account 152, Top 3,679.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,Existing Business,Campaing 55,Customer Relationship,Unknown,784
178,Opp 220,2021-11-24,2024-01-17, Account 152, Top 3,443.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,784
179,Opp 221,2022-11-30,2024-01-17, Account 152, Top 3,253.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Customer Relationship,Unknown,413
180,Opp 222,2023-02-20,2024-01-19, Account 179, Top 2,312.0,Closed Lost,Sales Specialist 73,Country 1,Region 1,Segment 3,Unknown,New Business,Campaing 55,Price,Unknown,333
181,Opp 223,2022-06-23,2024-04-05, Account 180, Small,944.0,Closed Lost,Sales Specialist 22,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Project/Budget Cancelled/Out of Business,Unknown,652
182,Opp 224,2022-03-08,2024-04-05, Account 180, Small,546.0,Closed Lost,Sales Specialist 22,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Project/Budget Cancelled/Out of Business,Unknown,759
183,Opp 225,2022-02-01,2024-04-05, Account 180, Small,971.0,Closed Lost,Sales Specialist 22,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Project/Budget Cancelled/Out of Business,Unknown,794
184,Opp 226,2022-07-19,2024-04-07, Account 180, Small,378.0,Closed Lost,Sales Specialist 22,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 55,Unable to Confirm Sale,Unknown,628
185,Opp 227,2023-02-07,2024-01-17, Account 178, Small,325.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 56,Price,Unknown,344
186,Opp 228,2022-12-09,2024-01-17, Account 178, Small,400.0,Closed Won,Sales Specialist 2,Country 1,Region 1,Unknown,Unknown,New Business,Campaing 56,Price,Unknown,404
187,Opp 229,2023-03-01,2024-01-25, Account 181, Small,1.033,Closed Lost,Sales Specialist 1,Country 1,Region 1,Unknown,Unknown,Existing Business,Campaing 56,Project/Budget Cancelled/Out of Business,Unknown,330
188,Opp 230,2022-09-08,2024-03-04, Account 182, Small,438.0,Closed Lost,Sales Specialist 74,Country 1,Region 1,Segment 1,Unknown,New Business,Campaing 56,Project/Budget Cancelled/Out of Business,Unknown,543
189,Opp 231,2023-03-27,2024-01-26, Account 183, Small,317.0,Closed Lost,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,New Business,Campaing 57,Unable to Confirm Sale,Unknown,305
190,Opp 232,2023-02-27,2024-01-28, Account 184, Small,186.0,Closed Lost,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,New Business,Campaing 57,Project/Budget Cancelled/Out of Business,Unknown,335
191,Opp 233,2022-08-30,2024-01-27, Account 185, Top 1,6.103,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Price,Unknown,515
192,Opp 234,2022-08-12,2024-01-27, Account 185, Top 1,8.852,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Availability / Lead Time,Unknown,533
193,Opp 235,2021-11-28,2024-01-27, Account 186, Top 1,22.131,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Unable to Confirm Sale,Unknown,790
194,Opp 236,2019-08-26,2024-01-27, Account 186, Top 1,22.131,Closed Lost,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Unable to Confirm Sale,Unknown,1615
195,Opp 237,2021-10-13,2024-01-30, Account 187, Top 1,777.0,Closed Won,Sales Specialist 44,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Price,Unknown,839
196,Opp 238,2021-11-28,2024-02-19, Account 13, Top 3,30.984,Closed Lost,Sales Specialist 10,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Project/Budget Cancelled/Out of Business,Unknown,813
197,Opp 239,2022-03-10,2024-02-19, Account 13, Top 3,91.0,Closed Won,Sales Specialist 10,Country 2,Region 1,Segment 3,Unknown,Existing Business,Campaing 58,Price,Unknown,711
198,Opp 240,2022-04-25,2024-04-19, Account 188, Small,9.225,Closed Lost,Sales Specialist 35,Country 5,Region 2,Segment 1,Unknown,New Business,Campaing 59,Project/Budget Cancelled/Out of Business,Unknown,725
199,Opp 241,2022-07-07,2024-01-06, Account 189, Top 3,122.0,Closed Lost,Sales Specialist 2,Country 1,Region 1,Segment 1,Unknown,Unknown,Campaing 60,Automatically closed,Unknown,548
200,Opp 242,2022-08-09,2024-06-29, Account 190, Small,97.0,Closed Won,Sales Specialist 73,Country 1,Region 1,Segment 3,Unknown,New Business,Campaing 60,Automatically closed,Unknown,690
201,Opp 243,2023-02-16,2024-04-08, Account 191, Small,278.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,New Business,Campaing 61,Features / Specification / Performance,Unknown,417
202,Opp 244,2022-08-23,2024-01-05, Account 144, Top 2,2.53,Closed Won,Sales Specialist 63,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 62,Customer Relationship,Unknown,500
203,Opp 245,2022-08-11,2024-01-06, Account 192, Top 3,153.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Unknown,Internet,Existing Business,Campaing 62,Automatically closed,Unknown,513
204,Opp 246,2022-12-19,2024-01-29, Account 193, Top 3,4.461,Closed Lost,Sales Specialist 56,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 62,Price,Unknown,406
205,Opp 247,2022-06-29,2024-01-29, Account 194, Top 3,5.346,Closed Lost,Sales Specialist 64,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 62,Features / Specification / Performance,Unknown,579
206,Opp 248,2021-08-05,2024-02-02, Account 171, Top 2,26.557,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,911
207,Opp 249,2021-09-14,2024-02-09, Account 195, Top 3,140.0,Closed Lost,Sales Specialist 77,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Automatically closed,Unknown,878
208,Opp 250,2022-09-19,2024-02-23, Account 196, Top 3,18.351,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,522
209,Opp 251,2022-09-13,2024-02-23, Account 197, Top 3,15.24,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Features / Specification / Performance,Unknown,528
210,Opp 252,2022-09-19,2024-03-20, Account 196, Top 3,1.481,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Unable to Confirm Sale,Unknown,548
211,Opp 253,2022-05-11,2024-03-22, Account 198, Top 3,8.346,Closed Lost,Sales Specialist 75,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,681
212,Opp 254,2021-10-04,2024-04-08, Account 199, Top 3,16.336,Closed Lost,Sales Specialist 57,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,917
213,Opp 255,2022-08-16,2024-04-20, Account 192, Top 3,8.382,Closed Lost,Sales Specialist 75,Country 2,Region 1,Unknown,Internet,Other,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,613
214,Opp 256,2022-08-16,2024-04-20, Account 192, Top 3,270.0,Closed Lost,Sales Specialist 75,Country 2,Region 1,Unknown,Internet,Other,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,613
215,Opp 257,2022-11-16,2024-05-14, Account 200, Top 2,34.543,Closed Lost,Sales Specialist 78,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,545
216,Opp 258,2022-10-13,2024-06-06, Account 171, Top 2,885.0,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 1,Referral,New Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,602
217,Opp 259,2022-10-11,2024-06-06, Account 171, Top 2,664.0,Closed Lost,Sales Specialist 76,Country 2,Region 1,Segment 1,Referral,New Business,Campaing 62,Project/Budget Cancelled/Out of Business,Unknown,604
218,Opp 261,2024-01-29,2024-02-07, Account 183, Small,158.0,Closed Won,Sales Specialist 9,Country 1,Region 1,Segment 3,Unknown,Existing Business,Campaing 64,Brand Recognition / Supplier Reputation,Unknown,9
219,Opp 262,2023-01-19,2024-02-26, Account 201, Small,202.0,Closed Won,Sales Specialist 18,Country 1,Region 1,Segment 3,Unknown,Existing Business,Campaing 64,Brand Recognition / Supplier Reputation,Unknown,403
220,Opp 263,2022-10-11,2024-01-06, Account 202, Small,437.0,Closed Lost,Sales Specialist 16,Country 2,Region 1,Segment 1,Unknown,Unknown,Campaing 65,Automatically closed,Unknown,452
221,Opp 264,2022-11-05,2024-01-06, Account 203, Top 3,43.0,Closed Lost,Sales Specialist 79,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,427
222,Opp 265,2022-11-05,2024-01-06, Account 203, Top 3,56.0,Closed Lost,Sales Specialist 79,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 65,Automatically closed,Unknown,427
223,Opp 266,2022-10-10,2024-01-06, Account 203, Top 3,36.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,453
224,Opp 267,2022-10-10,2024-01-06, Account 203, Top 3,30.0,Closed Lost,Sales Specialist 72,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,453
225,Opp 268,2022-10-09,2024-01-06, Account 204, Small,249.0,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,454
226,Opp 269,2022-10-09,2024-01-06, Account 205, Top 3,,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,454
227,Opp 270,2022-10-19,2024-01-06, Account 206, Top 3,245.0,Closed Lost,Sales Specialist 81,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 65,Automatically closed,Unknown,444
228,Opp 271,2022-10-19,2024-01-06, Account 206, Top 3,244.0,Closed Lost,Sales Specialist 81,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 65,Automatically closed,Unknown,444
229,Opp 272,2022-10-13,2024-01-06, Account 203, Top 3,66.0,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,450
230,Opp 273,2022-10-13,2024-01-06, Account 203, Top 3,15.0,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,450
231,Opp 274,2022-10-13,2024-01-06, Account 203, Top 3,23.0,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,450
232,Opp 275,2022-10-13,2024-01-06, Account 203, Top 3,30.0,Closed Lost,Sales Specialist 80,Country 2,Region 1,Segment 1,Unknown,New Business,Campaing 65,Automatically closed,Unknown,450
233,Opp 276,2022-10-21,2024-01-06, Account 207, Small,54.0,Closed Lost,Sales Specialist 81,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 65,Automatically closed,Unknown,442
234,Opp 277,2022-10-21,2024-01-06, Account 207, Small,45.0,Closed Lost,Sales Specialist 81,Country 2,Region 1,Segment 1,Unknown,Existing Business,Campaing 65,Automatically closed,Unknown,442
